title,authors,isbn13,# num_pages,average_rating,ratings_count,text_reviews_count,book_rating_count,book_review_count,clusters
Horse Heaven,Jane Smiley,9780965322041,561,3.88,8,2,4690,344,2
White Oleander,Janet Fitch,9780316182546,446,3.96,277863,5894,267630,6432,6
White Oleander,Janet Fitch,9780316182546,446,3.96,277863,5894,267701,6434,6
Gravity,Tess Gerritsen,9780006513087,342,4.04,8024,591,10100,806,2
Life Support,Tess Gerritsen,9780671553043,400,3.99,10757,341,12615,477,2
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,9780345346292,271,4.17,14974,452,15761,564,4
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,9780743202411,304,4.35,4769,570,4954,595,4
Mutant Message Down Under,Marlo Morgan,9780060723514,224,3.79,10778,1224,13652,1449,2
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,9780142004821,448,4.05,2968,200,3195,231,2
Dry,Augusten Burroughs,9780312423797,293,4.02,75017,3076,77745,3295,2
Crazy,Benjamin Lebert,9780141307411,175,2.92,7,2,1721,98,7
Velocity,Dean Koontz,9780553588255,460,3.86,51746,1477,53834,1723,2
Hideaway,Dean Koontz,9780425203897,413,3.83,29475,425,30190,543,2
Lightning,Dean Koontz,9780425192030,384,4.07,47491,1566,50140,1798,4
The Bad Place,Dean R. Koontz,9780425195482,427,3.89,29473,504,30332,621,2
Mr. Murder,Dean Koontz,9780425210758,493,3.74,21700,428,22165,529,2
Phantoms,Dean Koontz,9780425181102,448,3.94,59938,991,61811,1105,2
Phantoms,Dean Koontz,9780425181102,448,3.94,59938,991,61823,1105,2
Intensity,Dean Koontz,9780553582918,436,4.04,62698,2224,65323,2587,2
Intensity,Dean Koontz,9780553582918,436,4.04,62698,2224,65360,2589,2
The Good Guy,Dean Koontz,9780553804812,386,3.82,28650,1286,29987,1497,2
Chasing the Dime,Michael Connelly,9780446611626,448,3.96,26109,776,28104,874,2
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,9780393050578,430,3.94,410,70,7190,661,2
Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,9780393050578,430,3.94,410,70,7192,661,2
A Time to Kill,John Grisham,9780099134015,515,4.06,700,38,645753,4650,6
The Thief of Always,Clive Barker,9780060177249,225,4.19,22123,1194,24231,1472,4
Sacrament,Clive Barker,9780006482642,594,3.74,3822,97,4334,150,2
Four Past Midnight,Stephen King,9780451213594,768,3.92,1424,42,88197,1192,2
Gerald's Game,Stephen King,9780831727529,332,3.5,110879,2514,115185,3227,7
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,9780345329455,184,4.25,20969,481,20801,496,4
The Lighthouse at the End of the World,Jules Verne,9781589630949,260,3.63,1691,38,2278,90,7
Perfect Match,Jodi Picoult,9780743418720,368,3.94,206,31,58854,2873,2
The Outsiders,S.E. Hinton,9780141314570,218,4.08,2559,253,765065,26991,6
The Outsiders,S.E. Hinton,9780141314570,218,4.08,2559,253,765454,27025,6
Sister Outsider: Essays and Speeches,Audre Lorde,9780895941411,190,4.48,11007,491,11308,550,4
Caramelo,Sandra Cisneros,9780679742586,441,3.89,9001,679,9239,744,2
The House on Mango Street,Sandra Cisneros,9780739322796,2,3.62,105,19,99752,8332,7
Fahrenheit 451,Ray Bradbury,9780965020596,190,3.98,185,26,1321751,36934,5
Fahrenheit 451,Ray Bradbury,9780965020596,190,3.98,185,26,1322521,36970,5
Fahrenheit 451,Ray Bradbury,9780965020596,190,3.98,185,26,1322698,36982,5
Fahrenheit 451,Ray Bradbury,9780965020596,190,3.98,185,26,1322843,36988,5
Fahrenheit 451,Ray Bradbury,9780965020596,190,3.98,185,26,1322848,36988,5
Fahrenheit 451,Ray Bradbury,9780345023025,147,3.98,208,30,1321751,36934,5
Fahrenheit 451,Ray Bradbury,9780345023025,147,3.98,208,30,1322521,36970,5
Fahrenheit 451,Ray Bradbury,9780345023025,147,3.98,208,30,1322698,36982,5
Fahrenheit 451,Ray Bradbury,9780345023025,147,3.98,208,30,1322843,36988,5
Fahrenheit 451,Ray Bradbury,9780345023025,147,3.98,208,30,1322848,36988,5
The Greatest Generation,Tom Brokaw,9780812975291,464,4,13892,873,14983,991,2
Murder in the Cathedral,T.S. Eliot,9780156632775,148,3.76,6500,280,6764,306,2
A Fine Balance,Rohinton Mistry,9780679446088,624,4.36,51,12,111957,7850,4
Paint it Black,Janet Fitch,9780316182744,387,3.48,9884,966,10447,1070,7
The Contortionist's Handbook,Craig Clevenger,9780007194162,199,3.97,70,6,9272,454,2
How to Win Friends and Influence People,Dale Carnegie,9780091906818,268,4.18,1539,95,396428,9894,6
How to Win Friends and Influence People,Dale Carnegie,9780671412999,247,4.18,18,1,396428,9894,6
How to Win Friends and Influence People,Dale Carnegie,9780749307844,256,4.18,199,20,396428,9894,6
The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,9780385334303,256,3.95,6479,307,7780,439,2
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,9780060899226,312,4.06,168706,8782,171096,9135,6
Searching for God Knows What,Donald Miller,9780785263715,246,3.92,22864,690,22593,727,2
Different Seasons,Stephen King,9780708823606,560,4.35,183,24,151683,3621,4
Jennifer Government,Max Barry,9780349117621,352,3.66,10500,915,12338,1097,7
Mama Day,Gloria Naylor,9780679721819,312,4.17,8690,537,8602,528,4
Hell House,Richard Matheson,9780727860996,301,3.79,28219,1375,30924,1860,2
The Shrinking Man,Richard Matheson,9780575074637,201,3.8,4132,191,5984,392,2
What Dreams May Come,Richard Matheson,9780765308702,288,3.95,8985,797,10095,909,2
The Crazed,Ha Jin,9781400032143,336,3.49,1698,145,1947,184,7
Hawkes Harbor,S.E. Hinton,9780765344724,289,3.13,2084,270,2373,337,7
East of Eden,John Steinbeck,9780613996983,602,4.37,34,1,367472,16141,6
East of Eden,John Steinbeck,9780613996983,602,4.37,34,1,367557,16148,6
East of Eden,John Steinbeck,9780613996983,602,4.37,34,1,367608,16150,6
East of Eden,John Steinbeck,9780613996983,602,4.37,34,1,367608,16150,6
Balkan Ghosts: A Journey Through History,Robert D. Kaplan,9780312424930,352,3.94,2924,271,3266,304,2
The Undomestic Goddess,Sophie Kinsella,9780385338691,404,3.83,225988,6427,230942,7369,2
Can You Keep a Secret?,Sophie Kinsella,9780440241904,374,3.84,318669,8838,328193,10442,6
Anyone But You,Jennifer Crusie,9780373771387,283,3.8,17434,852,18633,1012,2
Manhunting,Jennifer Crusie,9780373772513,328,3.77,13098,677,14176,782,2
Charlie All Night,Jennifer Crusie,9780778300755,251,3.64,9131,379,10004,479,7
Running in Heels,Anna Maxted,9780060988258,432,3.53,5689,209,5701,218,7
Word of Honor,Nelson DeMille,9780446674829,880,4.17,8115,265,9186,310,4
By the Rivers of Babylon,Nelson DeMille,9780751531237,460,3.85,5114,204,5805,248,2
Gold Coast,Nelson DeMille,9780751531213,637,4.08,20406,1122,22721,1292,4
Spencerville,Nelson DeMille,9780751531244,564,3.66,49,6,7328,315,7
Up Country,Nelson DeMille,9780446611916,880,4.02,14167,672,15435,739,2
Night Fall,Nelson DeMille,9780739449073,773,4.09,28,9,22842,1261,4
Tara Road,Maeve Binchy,9780752864778,656,3.9,44,6,67118,1898,2
Selected Stories,Andre Dubus,9780679767305,476,4.27,2709,135,2815,135,4
Broken Vessels,Andre Dubus,9780879239480,195,4.32,348,45,362,43,4
Thirteen Moons,Charles Frazier,9780375509322,422,3.68,10155,1535,11225,1682,7
Story of a Girl,Sara Zarr,9780316014533,192,3.67,14913,1548,15793,1702,7
The Namesake,Jhumpa Lahiri,9780618485222,291,3.98,203953,9928,206476,10655,6
Just So Stories,Rudyard Kipling,9780517266557,210,4.09,38686,795,41511,1136,4
Captains Courageous,Rudyard Kipling,9780543895882,161,3.89,16522,486,17898,679,2
Timequake,Kurt Vonnegut,9780224036405,219,3.72,72,7,30418,1380,7
Whitethorn Woods,Maeve Binchy,9780307265784,339,3.6,11214,992,12454,1183,7
Echoes,Maeve Binchy,9780440122098,496,3.79,9173,442,10377,528,2
Firefly Summer,Maeve Binchy,9780099498667,928,3.9,10461,292,12093,376,2
The Glass Lake,Maeve Binchy,9780752876870,704,3.92,17203,653,18999,784,2
The Copper Beech,Maeve Binchy,9780752876818,407,3.9,18297,366,19156,453,2
Watership Down,Richard  Adams,9781582880952,520,4.06,29,8,331158,11489,6
Screwjack,Hunter S. Thompson,9780684873213,64,3.57,3363,164,3396,157,7
Strata,Terry Pratchett,9780552133258,285,3.49,8754,252,9201,288,7
Team Yankee,Harold Coyle,9780425110423,330,4.06,8581,123,8800,157,2
The Holcroft Covenant,Robert Ludlum,9780553144918,500,3.89,1,0,9608,167,2
The Damnation Game,Clive Barker,9780425188934,433,3.82,15456,331,16374,425,2
The Damnation Game,Clive Barker,9780517681138,374,3.82,0,0,16374,425,2
All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,9780345466396,240,4.03,16935,626,19069,820,2
Interview with the Vampire,Anne Rice,9780394498218,343,3.99,1601,141,428588,8739,6
Interview with the Vampire,Anne Rice,9780394498218,343,3.99,1601,141,428872,8750,6
The Boomer Bible,R.F. Laird,9781563050756,880,4.25,202,29,199,29,4
Replay,Ken Grimwood,9780575075597,272,4.16,412,64,23645,2825,4
Replay,Ken Grimwood,9780575075597,272,4.16,412,64,23658,2826,4
Lonesome Dove,Larry McMurtry,9780684871226,864,4.48,481,61,127633,6037,4
Lonesome Dove,Larry McMurtry,9780684871226,864,4.48,481,61,127696,6040,4
Comanche Moon,Larry McMurtry,9780684807546,752,4.02,189,28,9823,408,2
The Druid Of Shannara,Terry Brooks,9780708853283,472,4.02,273,12,28175,248,2
Battle Cry of Freedom,James M. McPherson,9780195168952,867,4.34,22318,947,23087,1042,4
Alien,Alan Dean Foster,9782290011157,270,4.09,15293,274,15645,324,4
The Red Badge of Courage,Stephen Crane,9781580495868,170,3.23,74477,2583,80260,3116,7
Dirt Music,Tim Winton,9780330490269,465,3.86,9121,499,9938,623,2
What the Body Remembers,Shauna Singh Baldwin,9780385496056,471,3.9,2266,145,2355,168,2
Yoda: Dark Rendezvous,Sean Stewart,9780345463098,329,3.88,3889,110,4035,117,2
The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,9781577312093,160,4.22,943,46,1014,50,4
The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,9780312878603,966,4.3,3964,121,4200,142,4
Bridget Jones: The Edge of Reason,Helen Fielding,9780143034438,338,3.56,2083,91,89514,2378,7
Bridget Jones: The Edge of Reason,Helen Fielding,9780143034438,338,3.56,2083,91,89544,2381,7
Ghost in the Shell,Masamune Shirow,9781845760182,368,4.18,59,3,8959,402,4
The Bonesetter's Daughter,Amy Tan,9780006550433,352,3.98,414,47,109304,3142,2
In Custody,Anita Desai,9780140238136,204,3.35,935,72,1013,92,7
Everything Bad is Good for You,Steven Johnson,9781594481949,254,3.49,3939,460,4397,509,7
The Fountains of Paradise,Arthur C. Clarke,9780151327737,245,3.96,103,15,23494,558,2
The Fountains of Paradise,Arthur C. Clarke,9780151327737,245,3.96,103,15,23504,558,2
This Alien Shore,C.S. Friedman,9780886777999,564,4.04,3068,182,3181,183,2
'Salem's Lot,Stephen King,9780451139696,427,4.01,176,20,274373,7453,2
'Salem's Lot,Stephen King,9780451139696,427,4.01,176,20,274628,7472,2
'Salem's Lot,Stephen King,9780451139696,427,4.01,176,20,274667,7475,2
Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,9780684831831,384,4.01,4087,197,4184,201,2
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,9780330346511,240,4.05,297,21,49531,2875,2
Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,9780393307009,352,4.12,8049,172,8346,221,4
Narrative of the Life of Frederick Douglass,Frederick Douglass,9781580495769,158,4,67946,2344,76803,3293,2
Midnight Is a Place,Joan Aiken,9780618196258,304,3.91,838,60,956,78,2
Filth,Irvine Welsh,9780099284291,393,3.74,145,18,19907,756,2
The Shell Seekers,Rosamunde Pilcher,9780517222850,530,4.15,82058,2041,85103,2336,4
The Shell Seekers,Rosamunde Pilcher,9780340752463,672,4.15,289,40,85103,2336,4
Jurassic Park,Michael Crichton,9780712646864,480,4.01,71,13,704703,9681,6
Jurassic Park,Michael Crichton,9780712646864,480,4.01,71,13,704883,9685,6
Jurassic Park,Michael Crichton,9780712646864,480,4.01,71,13,704914,9688,6
Jurassic Park,Michael Crichton,9780712646864,480,4.01,71,13,705042,9690,6
Jurassic Park,Michael Crichton,9780712646864,480,4.01,71,13,705156,9692,6
Prey,Michael Crichton,9780732281205,369,3.75,102,9,146773,2944,2
The Delta Star,Joseph Wambaugh,9780553273861,291,3.64,580,17,755,22,7
The Tiger Rising,Kate DiCamillo,9780763618988,128,3.81,17835,2154,17796,2131,2
The Mill on the Floss,George Eliot,9780140620276,536,3.79,187,29,43303,1646,2
The Mill on the Floss,George Eliot,9780140620276,536,3.79,187,29,43309,1646,2
On the Night You Were Born,Nancy Tillman,9780312346065,32,4.36,12372,480,13101,499,4
The Heart Is a Lonely Hunter,Carson McCullers,9780618084746,359,3.98,75018,4505,82004,5412,2
The Heart Is a Lonely Hunter,Carson McCullers,9780618084746,359,3.98,75018,4505,82038,5413,2
The Heart Is a Lonely Hunter,Carson McCullers,9780618084746,359,3.98,75018,4505,82048,5413,2
The Heart Is a Lonely Hunter,Carson McCullers,9780618084746,359,3.98,75018,4505,82050,5413,2
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,9781857152746,512,3.78,1456,91,1552,106,2
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,9781400042067,462,3.78,90,14,1552,106,2
Their Eyes Were Watching God,Zora Neale Hurston,9780061120060,219,3.9,209110,8919,219443,10439,6
Little Children,Tom Perrotta,9780312315733,355,3.62,25811,1956,28052,2212,7
The Secret Life of Bees,Sue Monk Kidd,9780142001745,302,4.04,1007862,25677,1001343,28026,1
The Secret Life of Bees,Sue Monk Kidd,9780142001745,302,4.04,1007862,25677,1001624,28038,1
The Martian Chronicles,Ray Bradbury,9780965017466,268,4.13,319,36,176276,6088,4
Happiness,Will Ferguson,9780060525101,320,3.78,2191,178,2890,257,2
Persuasion,Jane Austen,9780812565881,242,4.13,1528,58,451430,14747,6
Persuasion,Jane Austen,9780812565881,242,4.13,1528,58,451468,14748,6
Persuasion,Jane Austen,9780812565881,242,4.13,1528,58,451526,14749,6
A Different Mirror: A History of Multicultural America,Ronald Takaki,9780316831116,508,4.11,3028,200,3364,228,4
Sea of Thunder: Four Commanders and the Last Great Naval Campaign 1941-1945,Evan Thomas,9780743252218,415,4.11,2332,129,2340,133,4
Gift from the Sea,Anne Morrow Lindbergh,9780679406839,132,4.17,1314,182,37180,3467,4
The Sun Also Rises,Ernest Hemingway,9780684182605,247,3.82,53,9,326894,10906,2
The Sun Also Rises,Ernest Hemingway,9780684182605,247,3.82,53,9,327054,10910,2
Blubber,Judy Blume,9780330398053,127,3.79,27230,953,29010,1117,2
Forever . . .,Judy Blume,9780330397803,178,3.62,44636,2867,49154,3611,7
Wifey,Judy Blume,9780425206546,304,3.36,10816,740,11756,832,7
A Man of the People,Chinua Achebe,9780385086165,160,3.87,3089,190,3134,205,2
The God of Small Things,Arundhati Roy,9780060977498,321,3.93,6549,711,203996,10953,2
The God of Small Things,Arundhati Roy,9780060977498,321,3.93,6549,711,204121,10961,2
Savannah Blues,Mary Kay Andrews,9780060086114,404,3.98,2,0,16672,1118,2
A People's Tragedy: The Russian Revolution: 1891-1924,Orlando Figes,9780140243642,1024,4.3,2713,208,2850,221,4
On the Beach,Nevil Shute,9781842322765,296,3.93,27251,1629,30399,2101,2
On the Beach,Nevil Shute,9781842322765,296,3.93,27251,1629,30412,2103,2
Mutant Message From Forever,Marlo Morgan,9780722540404,323,3.73,755,53,1071,74,7
Moll Flanders,Daniel Defoe,9781853260735,339,3.52,34477,939,37935,1348,7
Moll Flanders,Daniel Defoe,9780140620252,376,3.52,238,26,37935,1348,7
Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,Richard Seymour Hall,9780006380832,608,4.41,65,11,74,12,4
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,9780812975215,368,4.05,37122,1387,37686,1460,2
Black Hole,Charles Burns,9780375423802,368,3.83,36698,1951,37662,2089,2
Company,Max Barry,9781400079377,338,3.73,4844,406,5482,495,7
Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,9780385493628,315,4.24,18495,638,21339,907,4
The Handmaid's Tale,Margaret Atwood,9780385490818,344,4.09,932832,42096,944897,51091,1
The Handmaid's Tale,Margaret Atwood,9780385490818,344,4.09,932832,42096,946479,51174,1
The Handmaid's Tale,Margaret Atwood,9780385490818,344,4.09,932832,42096,946475,51174,1
Just Above My Head,James Baldwin,9780385334563,584,4.37,1386,146,1411,153,4
Giovanni's Room,James Baldwin,9780141186351,159,4.23,35090,2398,38078,3017,4
Giovanni's Room,James Baldwin,9780141186351,159,4.23,35090,2398,38142,3023,4
If Beale Street Could Talk,James Baldwin,9780307275936,197,4.24,14306,1631,6158,585,4
Going to Meet the Man,James Baldwin,9780679761792,249,4.34,3774,284,3736,292,4
Factotum,Charles Bukowski,9780061131271,208,3.96,395,56,45673,1454,2
Women,Charles Bukowski,9780061177590,291,3.87,49265,1987,52115,2314,2
Ham on Rye,Charles Bukowski,9780061177583,288,4.15,62246,2213,69103,2801,4
Tales of Ordinary Madness,Charles Bukowski,9780872861558,238,3.97,15441,421,18351,619,2
You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,9780876856833,320,4.25,11737,503,11632,492,4
The Stolen Child,Keith Donohue,9780385516167,327,3.71,9187,1194,10363,1373,7
Adventures of Huckleberry Finn,Mark Twain,9780440300281,352,3.81,90,2,1061049,13596,6
Holes,Louis Sachar,9780440419464,233,3.95,2675,228,843140,17602,6
Holes,Louis Sachar,9780440419464,233,3.95,2675,228,843522,17611,6
Holes,Louis Sachar,9780440419464,233,3.95,2675,228,843604,17614,6
Holes,Louis Sachar,9780440419464,233,3.95,2675,228,843622,17615,6
The Lord God Made Them All,James Herriot,9780312966201,373,4.41,12547,202,18403,388,4
Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,9780679758334,406,4.09,18184,1497,18359,1522,4
Fun Home: A Family Tragicomic,Alison Bechdel,9780618477944,240,4.09,48909,3940,102349,7630,4
Fun Home: A Family Tragicomic,Alison Bechdel,9780618477944,240,4.09,48909,3940,102392,7632,4
Six Frigates: The Epic History of the Founding of the U. S. Navy,Ian W. Toll,9780393058475,560,4.32,3781,312,4355,341,4
1491: New Revelations of the Americas Before Columbus,Charles C. Mann,9781400032051,541,4.02,51593,3061,50738,3121,2
Love Poems,Nikki Giovanni,9780688149895,96,4.27,1654,124,1650,113,4
The Milagro Beanfield War,John     Nichols,9780805063745,456,4.09,8841,336,8997,335,4
Lucifer's Shadow,David Hewson,9780385338059,369,3.58,575,51,757,64,7
The Reluctant Reformer,Lynsay Sands,9780843949742,371,3.93,1204,51,1276,57,2
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,9780786886814,384,3.97,27987,249,27123,285,2
Different Seasons,Stephen King,9780751514629,560,4.35,121420,1914,151683,3621,4
Rita Hayworth and Shawshank Redemption: A Story from Different Seasons,Stephen King,9780896214408,181,4.52,15409,839,15742,986,4
Homegrown Democrat: A Few Plain Thoughts from the Heart of America,Garrison Keillor,9780143037682,288,3.96,1164,136,1266,154,2
Encyclopedia of an Ordinary Life,Amy Krouse Rosenthal,9781400080465,240,3.92,4899,875,5178,927,2
Epileptic,David B.,9780375714689,368,3.89,11583,522,11981,600,2
The Beauty Myth,Naomi Wolf,9780060512187,368,3.9,15465,854,16526,1010,2
How to Read Literature Like a Professor,Thomas C. Foster,9780060009427,314,3.65,14917,1747,17180,2054,7
Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,Francine Prose,9780060777050,297,3.77,7613,1064,8490,1173,2
Blue Angel,Francine Prose,9780060882037,314,3.35,2883,374,3092,397,7
A Patchwork Planet,Anne Tyler,9780804119184,320,3.79,11090,545,11690,631,2
Thunderstruck,Erik Larson,9781400080663,463,3.69,28936,3408,31514,3711,7
Thunderstruck,Erik Larson,9781400080663,463,3.69,28936,3408,31517,3712,7
Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,9780316010665,296,3.92,410968,12402,407272,13220,6
The Unconsoled,Kazuo Ishiguro,9780571225392,535,3.53,7083,784,8398,1057,7
